NEVO-code,productnaam,energie_kcal,koolhydraten_g,eiwitten_g,vetten_g
2553,Broodje kaas- v bladerdeeg,481,39.8,10.0,30.9
2555,Viandel onbereid Mora,300,17.0,9.5,21.2
2556,Biscuit meergranen- LU Time Out,484,64.3,7.6,20.8
2557,Margarine 80% vet >24 g verz vetz ongezouten,724,0.3,0.2,80.2
2558,Margarine vlb 80% vet <17 g verz vetz ongezouten,738,0.1,0.0,82.0
2559,Halvarineproduct Bewust light 30% vet <10g verz vetz ongezouten,275,1.1,0.1,30.0
2560,Appelflap m bladerdeeg z roomboter,305,38.0,4.0,14.8
2561,Soep gebonden z vulling,41,2.7,0.6,3.0
2562,Bak- en braadvet vlb 97% vet <17g verz vetz ongezouten,883,0.5,0.4,97.7
2563,Bak- en braadvet vast 97% vet >17 g verz vetz ongezouten,880,0.7,0.4,97.3
2565,Margarine 80% vet <24 g verz vetz ongezouten,720,0.0,0.0,80.0
2566,Halvarine 40% vet <17g verz vetz ongezouten,360,0.0,0.0,40.0
2567,Halvarineproduct Albert Heijn smeerbaar cholesterol verlagend,317,0.2,0.0,35.0
2568,Vlaai kruimel- m pudding,286,43.0,5.2,10.0
2569,Koek ontbijt- m noten en vruchten,343,63.7,4.5,6.9
2570,Vlaai pudding- m vruchten,146,24.7,2.9,3.6
2571,Cake bitterkoekjes-,398,45.3,5.8,21.3
2573,Saus knoflook- 20-<30% olie,246,13.4,0.8,21.0
2575,Aardappelpuree vers bereid m volle melk en margarine,87,13.9,2.2,2.3
2577,Cake appel- m roomboter,263,30.6,3.6,13.7
2580,Jus 5% vet gebonden bereid m juspoeder,76,6.8,0.9,5.0
2581,Pannenkoek volkoren huishoudelijk bereid m vloeibare margarine,181,22.4,6.6,6.6
2582,Pannenkoek volkoren huishoudelijk bereid m margarine,180,22.4,6.6,6.5
2583,Koek pinda-,513,51.9,10.6,28.4
2588,Jus 25% vet ongebonden bereid z juspoeder,219,0.2,0.1,24.2
2595,Candybar KitKat,520,59.0,7.1,27.7
2605,Dressing olijfolie-azijn,607,0.5,0.4,66.4
2606,Mix voor marinade poeder onbereid,285,50.5,8.4,4.3
2607,Koekje m noten en chocolade,517,55.5,7.5,28.7
2609,Koekje m noten,509,64.9,6.6,24.1
2610,Wijn rose,71,2.5,0.1,0.0
2611,Saus Joppie-,346,22.8,0.8,28.0
2612,Tapenade v olijven,326,5.2,1.8,32.4
2613,Mix seasoning Mexicaans onbereid,318,48.8,12.0,5.7
2614,Salsa tomatendipsaus,45,9.3,0.9,0.2
2615,Azijn,22,0.6,0.4,0.0
2617,Broodje bapao vlees,252,38.1,8.9,6.7
2619,Berenklauw rauw,154,5.4,11.3,9.4
2622,Taart appel- v zandtaartdeeg m roomboter,225,31.9,2.4,9.1
2633,Koffie oplos- poeder,114,3.1,7.8,0.2
2634,Vruchtendrank 2 of meer vruchten verrijkt m vit C,48,11.4,0.2,0.1
2639,Smoothie vruchten,56,12.3,0.7,0.2
2640,Smoothie vruchten m zuivel,51,10.3,1.3,0.1
2641,Frisdrank m suiker en zoetstof 2-<5 g KH m cafeine,11,2.6,0.0,0.0
2646,Sportdrank Aquarius,29,7.1,0.0,0.0
2647,Koffie automaat- m suiker en melk,28,5.3,0.2,0.7
2648,Koffie automaat- m melk,12,1.3,0.2,0.7
2649,Thee kruiden- oplos gezoet poeder,372,92.9,0.0,0.0
2650,Jus z vet bereid m juspoeder,28,4.6,0.9,0.7
2651,Saus cocktail/party/tafel- >25% olie,374,15.9,1.2,33.9
2653,Wafel rijst- gekruid,402,74.4,7.9,7.7
2654,Kipfilet (vleeswaar),125,3.4,17.5,4.4
2655,Yoghurt 0% vet Activia m vruchten,53,7.5,4.6,0.1
2656,Hagelslag chocolade- mix wit en puur,449,73.9,3.2,14.7
2657,Pasta duo- m chocolade,576,59.5,1.8,36.5
2658,Pasta duo- z chocolade,567,62.5,0.8,34.9
2659,Snoep schuim-/gum-,336,78.5,4.9,0.2
2660,Winegum m schuimlaag,333,78.5,4.8,0.0
2661,Wafel Luikse-,446,57.1,5.7,21.3
2662,Wafel zachte/suiker-/flash-,493,53.8,7.6,27.3
2665,Frisdrank m suiker en zoetstof 5-<8 g KH m cafeine,27,6.5,0.3,0.0
2667,Dressing sla- 20% olie m yoghurt,258,12.3,1.2,22.7
2671,Mix voor nasi/bami onbereid,300,45.8,11.0,5.8
2672,Energydrink Red Bull,44,11.0,0.0,0.0
2673,Energydrink Red Bull sugarfree,0,0.0,0.0,0.0
2675,Muesli krokante m noten,454,60.1,10.2,17.5
2676,Muesli krokante m chocolade,445,60.4,10.2,16.1
2677,Muesli krokante m noten en chocolade,436,63.0,10.7,13.9
2678,Zuivelspread naturel/kruiden,248,3.1,5.1,23.9
2679,Zuivelspread naturel/kruiden light,175,4.2,8.1,13.8
2681,Mix kruiden- Wereldgerechten onbereid,312,50.4,11.8,5.1
2682,Rijst meergranen- gekookt,140,29.6,3.6,0.6
2683,Ontbijtproduct Coco pops Chocos Kellogg's,380,77.0,10.0,2.2
2684,Ontbijtproduct Special K chocolade Kellogg's,417,81.0,8.0,5.6
2685,Abrikozen gedroogd geweekt,159,33.0,2.8,0.0
2686,Appelmoes z suiker m zoetstof blik/glas,48,11.0,0.2,0.0
2687,Kruidnoten m chocolade puur,482,63.4,6.1,21.7
2688,Kruidnoten m chocolade melk-,490,65.8,6.4,21.8
2691,Kauwbonbon fruitsmaak,395,82.9,1.0,6.6
2696,Koekje bitter-,411,68.7,7.0,11.5
2698,Cake chocolade- z roomboter,396,46.5,5.6,20.3
2699,Frou frou,534,60.4,4.3,30.5
2700,Biscuit Sultana Yofruit,412,74.1,5.1,10.1
2701,Kruidnoten m chocolade witte,491,68.5,6.1,21.2
2703,Tarwebrood volkoren gem v fijn en grof m zaden,274,35.5,12.5,7.4
2704,Tarwebrood bruin m zaden,278,39.2,11.4,7.0
2705,Ontbijtproduct All-Bran flakes Kellogg's,358,65.0,11.0,2.2
2706,Chips/kroepoek cassave,474,67.5,1.4,21.4
2707,Tarwemaisbrood wit m zonnebloempitten,307,41.2,11.6,9.6
2708,Sla rode rauw,18,2.3,1.3,0.2
2710,Kool rode m appeltjes blik/glas,58,11.9,0.8,0.3
2711,Margarineproduct Albert Heijn Balans,405,0.0,0.0,45.0
2712,Margarineproduct vloeibaar <60% vet <17 g verz vetz ongezouten,507,0.3,0.3,56.0
2713,Margarineproduct vloeibaar <60% vet <17 g verz vetz gezouten,507,0.3,0.3,56.0
2714,Biscuit meergranen- Liga Evergreen crunchy,395,59.7,6.6,12.3
2715,Meringue,382,95.0,0.5,0.0
2721,Donut m glazuur,358,40.8,5.4,19.0
2722,Wafel Luikse m chocolade,457,55.8,5.8,22.9
2724,IJsthee m suiker 4-<5 g KH,18,4.5,0.0,0.0
2726,Wortel bospeen rauw,31,5.0,0.9,0.3
2727,Wortel bospeen gekookt,30,4.8,0.8,0.2
2728,Wortel winterpeen rauw,34,5.7,0.6,0.3
2729,Wortel winterpeen gekookt,34,5.6,0.6,0.3
2730,Tomaat tros- rauw,22,3.0,0.7,0.5
2731,Tomaat kers- rauw,30,3.9,0.9,0.8
2732,Tomaat vlees- rauw,19,2.3,0.6,0.5
2733,Tomaat vlees- gekookt,22,2.9,0.7,0.5
2734,Tomaat rauw gem,25,3.4,0.8,0.6
2735,Tomaat gekookt gem,23,2.9,0.7,0.7
2736,Sla rucola rauw,22,0.0,3.6,0.4
2737,Ui sla- rauw,31,4.2,1.5,0.4
2738,Ui sla- gekookt,26,3.5,1.2,0.3
2739,Komkommer m schil rauw,13,1.3,0.7,0.4
2740,Paprika gele rauw,25,3.9,0.7,0.2
2741,Paprika gele gekookt,27,4.6,0.8,0.1
2742,Paprika rauw gem,25,4.2,0.8,0.1
2743,Paprika gekookt gem,27,4.8,0.9,0.1
2744,Aardappelen Nicola z schil gekookt,80,16.6,1.7,0.4
2745,Aardappelen Eigenheimer z schil gekookt,75,15.7,1.8,0.2
2746,Aardappelen Red Baron z schil gekookt,91,19.1,1.8,0.5
2747,Aardappelen kruimig z schil gekookt gem,81,17.0,2.0,0.2
2748,Peer m schil,55,11.7,0.2,0.3
2749,Druiven blauwe m schil,75,16.8,0.6,0.1
2750,Druiven witte m schil,76,16.9,0.5,0.4
2751,Appel Elstar m schil,55,12.0,0.3,0.2
2752,Appel Elstar z schil,55,12.4,0.2,0.2
2753,Appel Jonagold m schil,55,12.1,0.2,0.2
2754,Appel Jonagold z schil,52,11.6,0.2,0.1
2755,Sap sinaasappel- vers geperst,44,9.1,0.6,0.1
2756,Kaas Goudse 48+ jong,364,0.0,22.8,29.6
2757,Kaas Goudse 48+ jong belegen,370,0.0,22.7,29.9
2758,Kaas Goudse 48+ belegen,377,0.0,22.5,30.8
2759,Kaas Goudse 48+ oud,414,0.1,24.6,33.7
2760,Melk chocolade- automaat,66,10.8,3.0,1.0
2761,Koek gevulde m roomboter,415,58.7,7.1,16.5
2762,Koek gevulde z roomboter,406,61.7,5.2,14.9
2763,Speculaas m roomboter,484,65.2,5.5,21.7
2764,Speculaas z roomboter,467,65.1,5.0,20.1
2765,Pangasius bereid in magnetron z toev,89,0.0,18.6,1.6
2766,Worst rook- varkens gekookt,340,2.8,14.3,30.1
2767,Worst rook- varkens ambachtelijke slagerij gekookt,311,1.0,15.2,27.1
2768,Worst ossen-,166,1.1,18.6,9.4
2769,Ei kippen- scharrel rauw,132,0.2,12.3,9.1
2770,Ei kippen- scharrel gekookt,125,0.0,12.2,8.5
2771,Ei kippen- biologisch rauw,135,0.2,12.3,9.5
2772,Ei kippen- biologisch gekookt,136,0.0,12.7,9.5
2773,Ei kippen- mais rauw,129,0.2,12.2,8.8
2774,Ei kippen- mais gekookt,148,0.0,13.0,10.7
2775,Biscuit tarwe-/digestive- m chocolade,488,63.8,6.5,22.2
2776,Vlaai appelkruimel-,304,45.6,3.9,11.4
2777,Vlaai wener bodem m bakkersroom,295,33.0,4.1,16.0
2778,Vlaai zachte bodem m bakkersroom,253,30.8,3.5,12.5
2779,Pasta witte z ei gekookt,146,28.7,5.2,0.8
2780,Pasta witte m ei gekookt,124,23.4,4.7,0.8
2781,Pasta witte vers gekookt,129,23.9,4.9,1.3
2782,Tarwebrood volkoren grof,236,38.9,11.3,2.4
2783,Meergranenbrood wit m zaden,267,40.4,12.5,5.0
2784,Meergranenbrood bruin m zaden ,255,37.8,12.2,4.5
2785,Tarwemaisbrood wit ,261,44.9,10.8,3.2
2786,Tarwebrood gem v bruin en volkoren m pompoenpitten,254,33.3,13.9,5.5
2787,Tarwebrood gem v bruin en volkoren m zonnebloempitten,272,36.0,12.5,6.7
2788,Tarwedesembrood volkoren,235,40.5,9.3,2.6
2789,Tarwe ciabatta wit ongevuld,255,48.9,9.1,1.8
2790,Tarwebrood wit pita,245,50.1,8.6,0.7
2791,Stol m spijs z noten,276,53.8,7.7,2.4
2792,Stol m spijs m noten,288,51.9,7.8,4.3
2793,Tarwestokbrood wit,270,53.6,9.7,1.2
2794,Tarwestokbrood bruin,258,49.8,9.8,1.4
2795,Tarwebroodje wit hard,279,54.9,9.9,1.5
2796,Tarwebroodje bruin hard,278,52.8,11.0,1.5
2797,Tarwebroodje bruin zacht,258,42.3,11.0,3.8
2798,Tarwebroodje volkoren zacht,247,39.5,11.3,3.2
2799,Meergranenbroodje bruin hard,294,43.8,12.9,5.9
2800,Meergranenbroodje bruin zacht,283,38.7,13.4,6.8
2801,Croissant roomboter-,414,42.2,9.5,22.5
2802,Croissant z roomboter,392,42.3,9.8,19.9
2803,Tarwekrentenbol wit ,268,51.1,8.4,2.5
2804,Tarwemueslibol bruin/volkoren,290,43.9,10.7,6.6
2805,Maanzaad,455,2.4,19.2,35.6
2806,Pompoenpitten,574,2.7,30.3,47.2
2807,Spijs gem,434,44.8,9.9,22.0
2809,Muesli m fruit/naturel,341,56.6,10.7,5.3
2810,Wafel stroop- z roomboter,483,71.5,3.6,19.9
2811,Tarwebrood volkoren fijn,233,39.2,10.9,2.2
2812,Tarwekrenten/rozijnenbrood wit gem m spijs  ,303,51.3,8.2,6.2
2813,Tarwekrenten/rozijnenbrood wit gem ,272,52.8,7.8,2.6
2814,Tarwerozijnenbrood wit m spijs,303,50.8,8.1,6.4
2815,Tarwebrood bruin tijger-,243,44.2,9.9,1.9
2816,Tarwebrood wit tijger- ,252,48.7,9.0,1.7
2817,Stol m spijs gem m en z noten,282,52.8,7.7,3.4
2818,Croissant gem,403,42.2,9.6,21.2
2819,Zout z toegevoegd jodium,0,0.0,0.0,0.0
2820,Wafel stroop- m roomboter,462,69.0,3.9,18.6
2821,Tarwebrood bruin m pompoenpitten,278,38.4,12.3,7.2
2822,Yoghurt vruchten-/vanille- magere m zoetstof,35,4.8,3.4,0.0
2823,Yoghurt stracciatella- volle,128,15.4,3.3,5.6
2826,Kipschnitzel sate gepaneerd rauw,206,16.5,14.8,8.5
2827,Varkensschnitzel sate gepaneerd rauw,231,16.7,13.3,11.8
2828,Likeur m room 15-25 vol% alc,294,22.7,2.7,11.8
2829,Chocoladereep gevuld Kinder,567,52.1,8.9,35.7
2830,Croissant kaas-,401,39.0,10.6,21.9
2831,Siroop vruchtenlimonade- m suiker en zoetstof 10-15 g KH,47,11.7,0.0,0.0
2832,Cake chocolade- m roomboter,400,46.7,5.8,20.6
2834,Aardappelbolletjes/-wafeltjes ed diepvries onbereid,175,24.3,2.6,6.9
2835,IJskoffie,72,10.2,2.7,2.3
2836,Worst grill- m kaas,331,2.7,14.3,29.3
2837,Bier m vruchtensmaak,52,6.0,0.3,0.0
2840,Kool rode m appeltjes huishoudelijk bereid,52,8.3,0.9,1.1
2843,Ananas op eigen sap blik/glas,59,13.9,0.4,0.1
2844,Noten macadamia- ongezouten,753,5.4,7.8,76.1
2846,Vruchtendrank m zuivel Taksi m zoetstof,10,2.3,0.1,0.0
2851,Sap vruchten- mild multifruit m vit C,49,11.7,0.4,0.1
2858,Drink soja- light verrijkt m calcium en vitamines Alpro,29,1.8,2.1,1.2
2859,Pannenkoek kaas- huishoudelijk bereid,239,23.3,11.3,10.8
2862,Pannenkoek appel-rozijnen- huishoudelijk bereid,200,30.2,7.3,5.0
2863,Taart appel-noten,346,39.3,5.5,18.1
2864,Koek stroop- m chocolade,497,63.7,4.0,24.9
2868,Pannenkoek huishoudelijk bereid m vloeibare margarine,176,24.2,5.7,5.9
2869,Beignet appel-,265,17.0,2.5,20.4
2870,Candybar Lion,493,65.5,5.5,22.9
2873,Dessertsaus karamel-,302,63.9,2.7,3.9
2875,Fruitsnack Knijpfruit/Slurpfruit,63,14.2,0.4,0.2
2876,Brioche,338,50.0,8.5,11.0
2877,Ontbijtproduct Weetabix original,362,69.0,12.0,2.0
2880,Koffie wiener melange oplos poeder,427,65.9,9.4,13.6
2881,Koffie wiener melange oplos bereid,46,7.1,1.0,1.5
2883,Runderrookvlees licht gezouten,116,0.7,22.8,2.5
2884,Suiker riet-,400,99.5,0.5,0.0
2885,Cranberrycompote gezoet,172,41.9,0.4,0.1
2886,Noten cashew- gezouten,615,20.8,21.2,48.9
2887,Noten amandelen z vliesje gezouten,631,7.1,21.7,55.8
2888,Plantaardig alternatief voor yoghurt obv soja m suiker verrijkt m calcium en vitamines,47,3.6,3.7,1.9
2890,Cranberry gedroogd gezoet,335,77.6,0.5,1.4
2891,Koek jode-,505,65.2,4.5,24.9
2892,Wafel penny-,562,47.0,5.8,38.5
2893,Cake Indische,313,60.8,4.3,5.7
2894,Biscuit digestive-,492,65.4,6.7,21.8
2895,Halvarineproduct AH omega-3,345,0.8,0.0,38.0
2897,Limonade vruchten- Ocean Spray Cranberry classic,37,9.3,0.0,0.0
2898,Paardenrookvlees,103,0.9,21.7,1.4
2899,Balkenbrij,165,14.9,6.4,8.5
2900,Mais blik/glas,91,14.8,2.9,1.5
2901,Runderbraadworst gebakken,228,0.3,23.8,14.6
2902,Runderborstlappen bereid,217,0.0,36.8,7.7
2903,Vink runder- gebakken,223,0.5,22.4,14.5
2904,Runder T-bone steak bereid,254,0.0,33.6,13.3
2905,Runder ribeye steak bereid,214,0.0,29.6,10.6
2906,Shoarmavlees varkens- bereid,239,0.6,28.2,13.8
2907,Spek rook- mager bereid,379,0.0,23.1,31.9
2908,Spareribs varkens- bereid,249,0.1,29.5,14.5
2909,Varkenspoulet bereid,280,0.0,37.4,14.5
2910,Kalfsvleesreepjes gebakken,185,0.0,27.1,8.5
2911,Kalfssukadelappen bereid,158,0.0,27.0,5.5
2912,Kalfsbraadworst gebakken,237,0.4,22.9,16.0
2913,Kalfsriblappen bereid,197,0.0,27.0,9.9
2914,Kalfslappen mager bereid,142,0.0,28.4,3.1
2915,Kalfsoester bereid,143,0.0,28.8,3.1
2916,Cracker VitaLU verrijkt m calcium,419,67.5,12.0,9.2
2921,Yoghurtdrank 7-9g KH,39,7.8,1.8,0.0
2922,Aardappelen vastkokend z schil gekookt gem,86,17.9,1.8,0.5
2923,Chips naturel,541,51.3,6.4,33.5
2924,Chips paprika ea smaken,536,53.1,6.3,32.3
2925,Kaas Mascarpone,455,0.3,7.6,47.0
2926,Chips light paprika ea smaken,481,63.5,7.2,21.0
2927,Fritessticks naturel,515,61.0,6.5,26.6
2928,Fritessticks paprika,529,60.0,6.5,28.5
2929,Chips Lays Sensations diverse smaken,511,58.0,6.8,27.1
2930,Pasta chocolade- wit,592,53.0,4.6,40.0
2932,Soep 1-kops bereid,40,5.4,1.0,1.6
2933,Koek eier- volkoren/meergranen,305,59.3,8.0,3.2
2934,Halvarineproduct Becel pro-activ calorie light,216,2.0,0.3,23.0
2935,Yoghurt volle Activia naturel,68,4.7,3.9,3.5
2936,Yoghurtdrank Activia,64,10.8,3.0,0.9
2937,Toast Melba naturel,398,79.3,12.7,2.4
2938,Toast Melba overige soorten,403,64.9,15.4,7.2
2939,Plantaardig alternatief voor roomijs/yoghurtijs obv kokos,195,21.8,1.4,11.2
2942,Pizza m kaas en groenten diepvries onbereid,232,25.9,9.3,9.7
2943,Pizza m vlees diepvries onbereid,228,26.5,9.2,9.0
2944,Pizza m vis diepvries onbereid,225,25.3,9.6,9.0
2945,Pizza salami diepvries onbereid,259,27.4,9.9,11.8
2946,Pizza hawaii diepvries onbereid,221,27.4,8.5,8.2
2947,Rolmops,182,0.5,16.0,12.8
2948,Salade ei- maaltijd,193,11.7,4.3,14.1
2949,Salade zalm- maaltijd,199,15.9,3.1,13.2
2950,Salade vlees- maaltijd,168,14.2,3.8,10.2
2952,Kruidnoten m chocolade gem,488,65.9,6.2,21.6
2953,Zout zee-,0,0.0,0.0,0.0
2954,Appeltjes gedroogd geweekt,85,18.9,0.6,0.1
2955,Peren gedroogd geweekt,83,18.9,0.6,0.0
2956,Pruimen gedroogd geweekt,57,13.9,0.5,0.1
2957,Tuttifrutti gedroogd geweekt,96,21.2,1.0,0.1
2983,Dreumesmelk Nutrilon 4 p 100 ml,65,8.5,1.5,2.6
2984,Peutermelk Nutrilon 5 p 100 ml,50,6.5,1.3,1.9
2995,Kaas smeer- 45+,231,1.0,14.3,18.9
2996,Worst Chorizo,358,3.4,20.7,29.1
2997,Worst grill-,310,3.1,13.2,27.2
3001,Kalkoenfilet (vleeswaar),113,3.2,19.8,2.4
3002,Spek katen-,309,1.2,14.0,27.6
3003,Worst knak- runder blik/glas,180,7.0,13.0,11.0
3007,Tarwebrood bruin koolhydraatverlaagd,241,21.0,17.2,8.9
3009,Shandy,42,9.7,0.0,0.0
3016,Kalfsschnitzel ongepaneerd rauw,104,0.0,22.4,1.6
3017,Gehakt kalfs- rauw,214,0.3,19.0,15.1
3018,Kalfsoester rauw,108,0.0,22.9,1.9
3019,Kalfslappen mager rauw,104,0.0,21.8,1.9
3020,Kalfsriblappen rauw,167,0.0,20.6,9.4
3021,Kalfsbraadworst rauw,217,0.5,17.2,16.1
3022,Kalfssukadelappen rauw,117,0.0,17.7,5.1
3023,Kalfsvleesreepjes rauw,98,0.0,22.0,1.1
3024,Varkenspoulet rauw,123,0.0,21.5,4.1
3025,Spek rook- mager rauw,325,0.0,15.3,29.4
3026,Speklap bereid in eigen vet,435,0.0,29.1,35.4
3027,Shoarmavlees varkens- rauw,146,0.6,19.9,7.0
3028,Runderborstlappen rauw,152,0.0,22.3,7.0
3029,Gehakt kalfs- rul gebakken,286,0.2,27.1,19.6
3030,Runderbraadworst rauw,207,1.0,18.1,14.6
3031,Spareribs varkens- rauw,200,0.1,20.4,13.0
3032,Runder ribeye steak rauw,170,0.0,21.2,9.4
3033,Runder T-bone steak rauw,189,0.0,22.0,11.2
3034,Gehakt mager runder- rauw,182,0.3,20.0,11.1
3035,Gehakt mager runder- rul gebakken,293,0.4,29.6,19.1
3036,Jus 75% vet gebonden bereid m juspoeder,625,7.3,1.2,65.6
3037,Jus 75% vet ongebonden bereid m juspoeder,632,5.1,1.2,67.4
3038,Jus 5% vet ongebonden bereid m juspoeder,69,4.6,0.9,5.1
3039,Kalfsschnitzel ongepaneerd bereid,144,0.0,29.4,2.9
3040,Schnitzel vegetarisch obv melk gevuld m kaas onbereid verrijkt m ijzer,218,16.6,14.8,9.6
3041,Schnitzel vegetarisch obv melk gevuld diverse smaken onbereid verrijkt m ijzer,206,19.8,11.4,8.3
3042,Pizza Turkse z toevoegingen,204,33.7,7.6,3.7
3043,Yoghurt Turkse 4% vet,69,3.3,3.9,4.2
3044,Kaas Turkse 60+ obv koemelk blik,287,0.4,12.7,26.0
3045,Kaas schapen-/geiten- Turkse 50+ blik,297,0.1,15.5,26.1
3046,Tarwebrood bruin Turks,248,44.2,10.6,1.7
3047,Yoghurt Turkse 10% vet,119,3.1,3.5,10.1
3048,Paprika oranje rauw,28,4.7,0.8,0.3
3049,Bonen witte blik/glas,105,14.0,6.9,0.8
3050,Pap havermout- bereid m halfvolle melk ongezoet,79,10.5,4.4,2.0
3051,Olie lijnzaad-,900,0.0,0.0,100.0
3052,Boterproduct melange ongezouten,676,0.9,0.7,74.3
3056,Tarwebrood bruin natriumarm,239,43.3,9.9,1.8
3058,Zemelen haver-,375,52.2,16.2,7.4
3060,Appelflap m bladerdeeg m roomboter,311,43.0,2.6,13.7
3063,Siroop ahorn-,269,67.2,0.0,0.1
3064,Stroop appel- verrijkt m ijzer,287,67.6,1.6,0.0
3066,Room spuitbus minder vet m suiker,222,11.3,2.6,18.5
3067,Snoepje room- hard,414,83.9,0.5,8.6
3069,Groente soep- gekookt,31,4.6,1.1,0.3
3070,Tonijn bereid z vet,122,0.0,29.2,0.6
3071,Tilapia bereid z vet,128,0.0,26.2,2.7
3072,Gefrituurde peulvruchtensnack Bara Surinaams,284,39.8,7.3,9.6
3073,Bonen mung- gekookt,102,13.3,7.6,0.4
3074,Yoghurt volle Activia m vruchten/vanille,94,12.2,3.8,3.0
3075,Kaassouffle bereid m vlb frituurvet,359,29.8,7.3,23.1
3076,"Bladerdeeg m roomboter, bereid",511,57.0,5.1,28.7
3080,Knackebrod glutenvrij Fette Croccanti Schar,368,79.1,7.4,1.9
3084,Vleeswaren 10-20 g vet excl leverprod gem,200,3.3,15.3,14.0
3085,Amsoi gekookt,21,1.8,2.0,0.2
3086,Paksoi gekookt,17,1.7,1.6,0.2
3115,Peutermelk Hero Baby 4 p 100 ml,64,8.2,1.5,2.7
3117,Peutermelk Hero Baby 5 p 100 ml,64,8.2,1.5,2.7
3127,Pastinaak rauw,71,11.0,1.8,1.1
3128,Pastinaak gekookt,68,11.4,1.6,1.2
3129,Dreumesmelk Nestle groeimelk 1+ p 100 ml,70,8.5,1.9,3.1
3130,Dreumesmelk Nestle groeimelk 2+ p 100 ml,71,9.9,2.1,2.5
3134,Sopropo gekookt,18,2.3,0.8,0.2
3135,Okra gekookt,22,2.0,1.9,0.2
3137,Bakkeljauw (gedroogde gezouten kabeljauw) geweekt gekookt,138,0.0,32.5,0.9
3138,Saus ketjap-,253,61.0,1.6,0.1
3139,Gehakt kippen- rauw,147,0.0,21.5,6.8
3152,Margarineproduct 60% vet >17g verz vetz gezouten,532,0.2,0.2,59.0
3153,Quinoa rauw,354,57.2,14.1,6.1
3154,Quinoa gekookt,114,18.5,4.4,1.9
3155,Kaas 30+ jong,280,0.0,30.1,17.7
3156,Zuigelingenvoeding Kruidvat Standaard 1 p 100 ml,67,7.6,1.3,3.3
3157,Opvolgmelk Kruidvat Standaard 2 p 100 ml,69,8.9,1.4,3.0
3158,Opvolgmelk Kruidvat Standaard 3 p 100 ml,71,9.0,1.5,3.1
3163,Kaas 30+ jong belegen,278,0.0,29.3,17.9
3164,Kaas 30+ belegen,306,0.0,31.9,19.8
3165,Kaas 30+ oud,307,0.0,31.7,20.0
3166,Kaasproduct m plantaardige vetten Kees jong belegen,387,0.0,29.0,30.1
3167,Kaasproduct m plantaardige vetten Kees oud,403,0.0,31.0,31.0
3174,Spread sandwich- overige smaken,186,14.9,1.6,13.2
3175,Salade coleslaw,191,7.1,1.4,16.9
3176,Plantaardig alternatief voor room obv soja Alpro Cuisine Light,61,2.5,2.0,4.7
3180,Drink soja- z suiker verrijkt m calcium en vitamines,34,0.6,3.4,1.8
3184,Bonen kidney- rode blik/glas,116,15.1,8.2,0.7
3185,Erwten kikker- blik/glas,140,17.9,7.9,2.5
3190,Tarwebrood volkoren verrijkt m vit D en vezel Vollerkoren,231,35.6,10.6,3.0
3191,Pasta verrijkt m vezel rauw,336,64.0,11.0,1.5
3192,Bouillon 1-kops bereid,6,0.9,0.3,0.1
3194,Meergranenbrood bruin m zaden verrijkt m ijzer en vitamines Vikorn Vitaminebrood,265,39.9,11.4,5.5
3195,Meergranenbrood bruin m zaden verrijkt m ijzer en vitamines Vikorn Volvezel,268,39.4,11.1,5.8
3198,Mispel,50,10.6,0.5,0.2
3199,Ansjovis rauw,125,0.0,20.4,4.8
3200,Tarwe gebroken bulgur gekookt,80,14.1,3.1,0.2
3201,Yoghurtdrank Ayran Turks,33,2.0,2.3,1.6
3202,Manti gevulde pasta gekookt Turks,145,23.4,7.4,2.2
3203,Rundvlees gezouten gedroogd gekruid Pastirma Turks,155,2.0,30.0,3.0
3204,Gehakt runder- ambachtelijke slagerij rauw,180,0.3,20.0,10.9
3206,Mihoen gekookt,103,23.0,1.8,0.2
3207,Hummus naturel,320,11.3,7.7,25.8
3208,Zeekraal rauw,14,1.1,0.7,0.2
3209,Tarwebrood volkoren fijn m zaden,273,35.7,12.3,7.3
3210,Tarwebrood volkoren fijn m zonnebloempitten,283,36.1,11.8,8.6
3211,Tarwebrood volkoren grof m zaden,276,35.4,12.6,7.5
3212,Tarwebrood volkoren grof m zonnebloempitten,285,35.8,12.1,8.8
3213,Tarwebrood volkoren grof m pompoenpitten,276,34.6,13.6,7.7
3214,Bier wit,47,3.7,0.5,0.0
3215,Wodka,234,0.0,0.0,0.0
3216,Erwten split- groene gekookt,122,16.6,7.9,1.2
3218,Vruchtendrank appelnectar,37,9.1,0.0,0.0
3219,Kiwi gele,66,12.4,1.0,0.3
3220,Asperge groene rauw,28,2.8,3.0,0.1
3221,Olijven zwart in water blik/glas,162,1.7,0.9,14.0
3222,Pesto rode,368,7.0,5.0,35.0
3223,Worst grill- kip,209,4.4,13.8,15.0
3224,Groente roerbakmix Hollandse gekookt,26,3.2,1.6,0.3
3225,Groente roerbakmix Italiaanse gekookt,27,3.9,1.1,0.3
3226,Groente roerbakmix oosterse gekookt,22,2.8,1.0,0.2
3227,Zeewier nori gedroogd,254,10.5,31.5,1.5
3228,Noodles instant bereid,227,27.8,3.4,11.1
3229,Salade kip-sate- lunch/borrel,262,16.5,9.6,17.3
3230,Salade zalm- lunch/borrel,338,5.2,9.3,31.0
3231,Salade tonijn- lunch/borrel,288,6.2,11.4,24.1
3232,Salade krab- lunch/borrel,282,11.5,5.2,24.0
