NEVO-code,productnaam,energie_kcal,koolhydraten_g,eiwitten_g,vetten_g
5557,Kroket oven- vegetarisch diepvries onbereid,261,24.0,5.2,15.4
5558,Dextrose tabletten niet verrijkt,369,91.0,0.0,0.5
5559,Rempejek pindakoekje,579,25.3,14.4,45.7
5560,Bitterbal bereid m vloeibaar frituurvet,362,20.7,9.9,26.2
5561,Gehakt rul vegetarisch obv soja onbereid verrijkt m ijzer en vit B12,110,1.2,21.8,0.2
5562,Margarine 80% vet >24 g verz vetz gezouten in NEVO recepten,719,0.3,0.1,79.7
5563,Worst braad- vegetarisch obv erwt onbereid,237,1.6,16.0,17.6
5564,Worst braad- vegetarisch obv soja/tarwe onbereid verrijkt m ijzer en vit B12,178,5.1,14.1,11.0
5565,Schnitzel/burger vegetarisch obv melk onbereid verrijkt m ijzer,172,12.1,11.4,7.9
5566,Burger vegetarisch gevuld m groente en kaas onbereid,216,19.1,9.0,10.8
5567,Cracker luchtige volkoren,355,64.3,10.0,3.6
5569,Plantaardig alternatief voor room obv haver,136,8.1,0.8,11.0
5571,Drink soja- chocolade m suiker verrijkt m calcium en vitamines,60,7.6,3.0,1.7
5572,Spekjes vegetarisch onbereid,185,6.1,15.0,10.5
5573,Tempeh onbereid,128,0.4,17.6,4.7
5574,Bakmix voor oliebollen,369,77.0,11.0,1.0
5575,Kaas 35+,302,0.0,27.3,20.4
5576,Bloem spelt-,348,67.4,13.2,1.7
5577,Meel spelt- volkoren,332,56.0,14.4,2.3
5579,Meel amandel-,638,3.6,25.3,55.8
5580,Meel tarwegries-,338,66.4,10.8,0.9
5581,Meel haver- volkoren,364,58.0,13.4,6.4
5582,Vlokken spelt-,340,61.4,12.9,2.2
5583,Vlokken gerst-,332,63.0,7.9,2.1
5584,Meel rijst- volkoren,355,71.7,8.1,2.6
5585,Bakmix voor pannenkoeken glutenvrij,344,78.4,4.9,1.0
5586,Meel kokos-,343,18.0,20.1,12.8
5587,Pannenkoek kant-en-klaar naturel,226,27.7,5.3,9.8
5589,Poffertjes kant-en-klaar naturel,291,31.2,5.5,15.2
5591,Wrap/tortilla obv tarwe en wortel,288,47.8,9.8,5.0
5592,Muesli m fruit en noten,365,57.2,9.1,9.0
5593,Muesli krokante naturel,422,66.1,10.8,10.8
5594,Muesli krokante m fruit,419,65.8,8.9,11.3
5595,Muesli m fruit zaden en pitten,359,52.9,11.4,8.5
5596,Pannenkoek glutenvrij huishoudelijk bereid,171,22.9,5.1,6.5
5597,Poffertjes huishoudelijk bereid,154,22.9,5.7,4.0
5598,Bakmix voor brood wit glutenvrij,354,77.5,5.4,1.6
5599,Bakmix voor brood bruin/meergranen glutenvrij,369,76.4,6.0,3.4
5602,Garnalen gemarineerde,184,0.9,12.7,11.2
5604,Ontbijtproduct Special flakes naturel,377,77.5,9.9,1.5
5605,Ontbijtproduct 7 granen ontbijt,342,64.1,12.1,2.1
5609,Champignon gebakken z vet,26,0.2,4.4,0.6
5610,Bonen lupine- gedroogd,324,2.8,33.1,9.5
